,0,1
a3a,0.8610546251993622,0.8766577060931899
TCR81-14,0.762729842352187,0.8071335200746965
18A2,0.8231725959318021,0.8334567901234569
NYE-S1,0.747875457875458,0.8439259259259259
TCR6,0.7635311447811448,0.80078125
TCR7,0.7659615765498119,0.8269054178145088
A6,0.801498815649759,0.796201814058957
T1,0.8770512820512821,0.8375262054507338
FLT3DY,0.8588131668300445,0.8887241985068073
A23,0.8264003673094583,0.8325102880658436
TCR2-T,0.6997207038741848,0.7827461607949413
868Z11,0.7107529843893481,0.7705128205128204
